Identifiant Museofile,Region administrative,Departement,Commune,Nom officiel du musee,Adresse,Lieu,Code Postal,Telephone,Latitude,Longitude,REF_Deps
M0792,Hauts-de-France,Aisne,Saint-Michel-en-Thierache,musee de la vie rurale et forestiere,34 boulevard Savart,,02830,03 23 58 87 20,"49,922563","4,134763",0268401
M0793,Hauts-de-France,Aisne,Saint-Quentin,musee des beaux-arts Antoine Lecuyer,28 rue Antoine Lecuyer,,02100,03 23 06 93 98,"49,849891","3,285398",0269102
M7060,Hauts-de-France,Aisne,Saint-Quentin,musee entomologique,14 rue de la Sellerie,,02100,03 23 06 93 93,"49,84595","3,288944",0269101
M0787,Hauts-de-France,Aisne,Guise,Familistere de Guise,265 Familistere Aile droite,Familistere de Guise,02120,03 23 61 35 36,"49,903647","3,626529",0236102
M0795,Hauts-de-France,Aisne,Vervins,musee de la Thierache,Place de l'hotel de ville,Societe Archeologique et Historique de Vervins et de La Thierache,02140,03 23 98 94 51,"49,834696","3,907684",0278901
M0794,Hauts-de-France,Aisne,Soissons,musee municipal,2 rue de la Congregation,Ancienne Eglise Saint-Leger,02200,03 23 93 30 50,"49,384539","3,327233",0272201
M0796,Hauts-de-France,Aisne,Villers-Cotterets,musee Alexandre Dumas,24 rue Demoustier,,02600,03 23 96 23 30,"49,253009","3,089691",0281001
M5008,Hauts-de-France,Aisne,Blerancourt,musee franco-americain du chateau de Blerancourt,,Chateau de Blerancourt,02300,03 23 39 60 16,"49,516035","3,150459",0209301
M0785,Hauts-de-France,Aisne,Chauny,musee bibliotheque,28 rue de la Paix,Hotel de ville,02300,03 23 38 32 59,"49,615394","3,216814",0217301
M0786,Hauts-de-France,Aisne,Tergnier,musee de la resistance et de la deportation,Place Carnegie,,02700,03 23 57 93 77,"49,65875","3,315011",0273801
M0789,Hauts-de-France,Aisne,La Fere,musee Jeanne d'Aboville,5 rue du General de Gaulle,,02800,03 23 56 71 91,"49,661954","3,367748",0230401
M0791,Hauts-de-France,Aisne,Origny-en-Thierache,musee Monseigneur Pigneau de Behaine,Rue du Musee,,02550,03 23 91 31 10,"49,896025","4,022381",0257401
M0611,Hauts-de-France,Nord,Bailleul,musee Benoît de Puydt,24 rue du musee De Puydt,,59270,03 28 49 12 70,"50,740715","2,734399",5904301
M0623,Hauts-de-France,Nord,Escaudain,musee municipal,Rue Paul-Bert,,59124,03 27 32 12 40,"50,327784","3,343632",5920501
M0632,Hauts-de-France,Nord,Marchiennes,musee municipal d'histoire locale,Rue Corbineau,Ancienne prisons du pavillon d'entree de l'abbaye de Marchiennes,59870,03 27 99 21 95,"50,40744","3,281222",5937501
M0637,Hauts-de-France,Nord,Tourcoing,Muba Eugene Leroy Tourcoing / musee des beaux-arts Eugene Leroy de Tourcoing,2 rue Paul Doumer,,59200,03 20 28 91 60,"50,724594","3,162878",5959901
M0639,Hauts-de-France,Nord,Villeneuve-d'Ascq,"LaM - Lille Metropole Musee d'art moderne, d'art contemporain et d'art brut",1 allee du Musee,,59650,03 20 19 68 68,"50,637497","3,148587",5900901
M0615,Hauts-de-France,Nord,Cambrai,musee municipal,15 rue de L'Epee,,59400,33 (0) 3 27 82 27 90,"50,17347","3,229635",5912201
M0616,Hauts-de-France,Nord,Cambrai,musee diocesain d'art sacre,S'adresser a l'archevêche - Service diocesain de la conservation du Patrimoine,"11, rue du Grand Seminaire, Cambrai Cedex",59403,03 27 81 34 96,"50,1731798809","3,2313971695",5912202
M0619,Hauts-de-France,Nord,Douai,musee de la Chartreuse,130 rue des Chartreux,,59500,03 27 71 38 80,"50,374404","3,07548",5917801
M0622,Hauts-de-France,Nord,Dunkerque,musee portuaire,9 quai de la Citadelle,,59140,03 28 63 33 39,"51,037914","2,372174",5918303
M0633,Hauts-de-France,Nord,Maubeuge,musee Henri Boez,Hotel de Ville,,59607,03 27 64 97 99,"50,280411969","3,9676830573",5939201
M0636,Hauts-de-France,Nord,Sars-Poteries,MusVerre,1 rue du General de Gaulle,,59216,,"50,164428","4,023602",5955501
M1197,Hauts-de-France,Nord,Caudry,musee des dentelles et broderies,,,59540,,"50,124558","3,410691",5913901
M7001,Hauts-de-France,Nord,Lille,musee d'histoire naturelle et de geologie,19 rue de Bruxelles,,59000,03 28 55 30 80,"50,626639","3,066546",5935003
M0620,Hauts-de-France,Nord,Dunkerque,musee d'art contemporain,Jardin des sculptures,,59240,03 28 29 56 00,"51,0452716042","2,3832437849",5918304
M0621,Hauts-de-France,Nord,Dunkerque,musee des beaux-arts,,,59140,03 28 29 56 00,"51,037327","2,375518",5918301
M0629,Hauts-de-France,Nord,Lille,musee des beaux-arts,Place de la Republique,,59000,03 20 06 78 00,"50,621132","3,068387",5935002
M0635,Hauts-de-France,Nord,Saint-Amand-les-Eaux,musee de la Tour abbatiale,Grand-Place,Tour abbatiale,59230,03 27 22 24 55,"50,448711","3,427672",5952601
M0610,Hauts-de-France,Nord,Avesnes-sur-Helpe,musee d'histoire et d'archeologie,BP 90,Institut Villien,59440,03 27 61 10 15,"50,12356","3,924751",5903601
M0612,Hauts-de-France,Nord,Bavay,Forum antique de Bavay,Allee Chanoine Bievelet,,59570,03 59 73 15 50,"50,284781","3,774369",5905301
M0613,Hauts-de-France,Nord,Bergues,musee du Mont-de-Piete,1 rue du Mont-de-Piete,,59380,03 28 68 13 30,"50,969087","2,430391",5906701
M0614,Hauts-de-France,Nord,Bouchain,musee de l'Ostrevant,rue de l'Ostrevant,,59111,03 27 35 73 97,"50,284847","3,317909",5909201
M0617,Hauts-de-France,Nord,Cassel,musee de Flandre,26 Grand-Place,Hotel de la Noble-Cour,59670,03 59 73 45 59,"50,799755","2,48621",5913501
M0618,Hauts-de-France,Nord,Denain,musee d'archeologie et d'histoire locale,Place Wilson,,59220,03 27 24 52 71,"50,327614","3,400973",5917201
M0624,Hauts-de-France,Nord,Fourmies-Trelon,ecomusee de la region,place Maria Blondeau,,59612,03 27 60 66 11,"50,0177250745","4,0435658819",5924901
M0626,Hauts-de-France,Nord,Hazebrouck,musee municipal,place Georges Degroste,Ancien Couvent des Augustins,59190,03 28 21 64 71,"50,721177","2,535346",5929501
M0627,Hauts-de-France,Nord,Le Cateau-Cambresis,musee Henri Matisse,Palais Fenelon Place du Commandant Richez BP 70056,,59360,+33 (0)3 59 73 38 00,"50,105684","3,541175",5913601
M0631,Hauts-de-France,Nord,Lille,musee de l'hospice Comtesse,32 rue de la Monnaie,,59800,03 28 36 84 00,"50,641053","3,06294",5935004
M0638,Hauts-de-France,Nord,Valenciennes,musee des beaux-arts,Boulevard Watteau,,59300,03 27 22 57 20,"50,35582","3,53105",5960601
M0609,Hauts-de-France,Nord,Anzin,musee Theophile Jouglet,215 avenue Anatole-France,,59410,03 27 28 21 00,"50,372162","3,502134",5901401
M0625,Hauts-de-France,Nord,Gravelines,musee du dessin et de l'estampe originale,Site de l'Arsenal - BP 43,Arsenal,59820,03 28 24 99 70,"50,992478","2,159542",5927301
M0628,Hauts-de-France,Nord,Lewarde,"centre historique minier, musee de la mine, centre d'archives, centre de culture scientifique de l'energie",Rue d'Erchin,Fosse Delloye,59287,03 27 95 82 82,"50,336033","3,168419",5934501
M0634,Hauts-de-France,Nord,Roubaix,La Piscine - musee d'art et d'industrie Andre Diligent de Roubaix,23 rue de l'Esperance,,59100,03 20 69 23 64,"50,693026","3,16791",5951201
M0798,Hauts-de-France,Oise,Beauvais,MUDO - musee de l'Oise,1 rue du musee,,60000,03 44 10 40 50,"49,432788","2,080444",6005701
M0807,Hauts-de-France,Oise,Noyon,musee du Noyonnais,7 rue de l'Evêche,Ancien palais episcopal,60400,03 44 03 43 41,"49,581852","2,999742",6047101
M0808,Hauts-de-France,Oise,Noyon,musee Calvin,6 place Aristide-Briand,,60400,03 44 44 03 59,"49,581666","2,998444",6047103
M5009,Hauts-de-France,Oise,Compiegne,musee national du chateau de Compiegne,Palais National,Chateau de Compiegne,60200,03 44 38 47 02,"49,4194386446","2,8314909346",6015901
M5052,Hauts-de-France,Oise,Chantilly,musee Conde,BP 70243,Chateau de Chantilly,60631,03 44 62 62 62,"49,19397","2,48522",
M0800,Hauts-de-France,Oise,Vendeuil-Caply,musee archeologique de l'Oise,Les Marmousets,,60120,03 64 58 80 00,"49,627157","2,316919",6066401
M0809,Hauts-de-France,Oise,Senlis,musee d'art et d'archeologie,Place Notre-Dame,,60300,03 44 24 86 72,"49,20653","2,585615",6061202
M1117,Hauts-de-France,Oise,Meru,musee de la nacre et de la tabletterie,51 rue Roger Salengro,,60110,03 44 22 61 74,"49,238327","2,139609",6039501
M0801,Hauts-de-France,Oise,Chaumont-en-Vexin,musee Pillon,45 rue de l'Hotel de Ville,Salle du Patrimoine,60240,03 44 49 00 46,"49,262578","1,882069",6014301
M0803,Hauts-de-France,Oise,Compiegne,musee Antoine Vivenel,2 rue d'Austerlitz,Hotel de Songeons,60200,03 44 20 26 04,"49,417414","2,821526",6015904
M0805,Hauts-de-France,Oise,Creil,musee Galle-Juillet,place François Mitterrand,,60100,03 44 29 51 50,"49,260793","2,473388",6017501
M0806,Hauts-de-France,Oise,Crepy-en-Valois,musee du Valois et de l'archerie,Rue Gustave Chopinet,Chateau des Ducs de Valois,60800,03 44 59 21 97,"49,236654","2,884009",6017601
M5010,Hauts-de-France,Oise,Compiegne,musee de la voiture et du tourisme (annexe du musee national du chateau de Compiegne),Palais national,Palais de Compiegne,60200,03 44 38 47 00,"49,4181726689","2,8299891671",6015903
M0797,Hauts-de-France,Oise,Auneuil,musee de la ceramique architecturale et industrielle,"432, avenue du Marechal Foch",,60390,03 44 47 78 47,"49,371534","1,99164",6002901
M0810,Hauts-de-France,Oise,Senlis,musee de la venerie,Place du Parvis,Chateau Royal,60300,03 44 26 15 50,"49,207022","2,585103",6061203
M0804,Hauts-de-France,Oise,Compiegne,musee de la figurine historique,28 place de l'Hotel de Ville,,60200,03 44 40 72 55,"49,417761","2,826358",6015905
M0642,Hauts-de-France,Pas-de-Calais,Bethune,musee d'ethnologie regionale,211 Avenue du President Kennedy,,62400,03 21 68 40 74,"50,53621","2,648177",6211901
M0650,Hauts-de-France,Pas-de-Calais,Saint-Omer,musee de l'hotel Sandelin,14 rue Carnot,,62500,03 21 38 00 94,"50,749007","2,254521",6276501
M0652,Hauts-de-France,Pas-de-Calais,Saint-Pol-sur-Ternoise,musee municipal,Rue Oscar Ricque,Chapelle des Sœurs Noires,62130,03 21 47 00 10 (mairie),"50,381512","2,337066",6276701
M7027,Hauts-de-France,Pas-de-Calais,Boulogne-sur-Mer,museum d'histoire naturelle,115 boulevard Eurvin,,62311,03 21 80 09 80,"50,7235354726","1,6171474769",6216004
M0644,Hauts-de-France,Pas-de-Calais,Calais,musee des beaux-arts et de la dentelle,25 rue de Richelieu,,62100,03 21 46 48 40,"50,956724","1,851871",6219301
M0645,Hauts-de-France,Pas-de-Calais,Desvres,musee de la ceramique,Rue Jean Mace,BP 107,62240,03 21 83 23 23,"50,666603","1,83876",6226801
M0640,Hauts-de-France,Pas-de-Calais,Arras,musee des beaux-arts,22 rue Paul Doumer,Abbaye Saint-Vaast,62000,03 21 71 26 43,"50,291759","2,772987",6204102
M0643,Hauts-de-France,Pas-de-Calais,Boulogne-sur-Mer,musee de Boulogne-sur-Mer,rue de Bernet,,62200,03 21 10 02 20,"50,725617","1,616349",6216001
M0648,Hauts-de-France,Pas-de-Calais,Le Touquet - Paris-Plage,musee du Touquet Paris Plage,avenue du Golf,Villa Way-Side,62520,03 21 05 62 62,"50,510041","1,60545",6282601
M0649,Hauts-de-France,Pas-de-Calais,Montreuil-sur-Mer,musee d'art et d'histoire Roger Rodiere,,Hotel Saint-Walloy,62170,03 21 86 90 83,"50,462947","1,763832",6258801
M0653,Hauts-de-France,Pas-de-Calais,Samer,musee Cazin,Hotel de Ville,44 place Foch,62830,03 21 33 50 64,"50,617493","1,830274",6277301
M0641,Hauts-de-France,Pas-de-Calais,Berck-sur-Mer,musee d'Opale Sud,60 rue de l'Imperatrice,,62600,03 21 84 07 80,"50,405092","1,567687",6210801
M0646,Hauts-de-France,Pas-de-Calais,Etaples,musee Quentovic,8 place du General de Gaulle,,62630,03 21 09 76 20,"50,513895","1,637621",6231801
M0647,Hauts-de-France,Pas-de-Calais,Harnes,musee d'histoire et d'archeologie,53 rue des AC d'AFN,"Maison bourgeoise ""Chateau Deprez""",62440,03 21 49 02 29,"50,451493","2,903226",6241301
M0651,Hauts-de-France,Pas-de-Calais,Saint-Omer,musee Henri Dupuis,9 rue Henri Dupuis,,62500,03 21 38 24 13,"50,748349","2,251197",6276502
M1177,Hauts-de-France,Pas-de-Calais,Calais,cite internationale de la dentelle et de la mode,135 quai du commerce,,62100,03 21 00 42 30,"50,950474","1,860013",6219302
M0811,Hauts-de-France,Somme,Abbeville,musee Boucher de Perthes,24 rue Gontier Patin,,80100,03 22 24 08 49,"50,10712","1,833193",8000101
M0812,Hauts-de-France,Somme,Amiens,musee de Picardie,48 rue de La Republique,,80000,03 22 97 14 00,"49,890413","2,295968",8002101
M0814,Hauts-de-France,Somme,Doullens,musee Lombart,7 rue du Musee,,80600,03 22 77 00 07,"50,157436","2,343267",8025301
M7016,Hauts-de-France,Somme,Amiens,musee d'histoire naturelle,S'adresser au Musee de Picardie,,80000,03 22 97 14 00,"49,8907912729","2,296254288",8002103
M0815,Hauts-de-France,Somme,Peronne,musee Danicourt,Hotel de Ville,BP 20045,80201,03 22 73 31 10,"49,93027","2,9357",8062001
M0816,Hauts-de-France,Somme,Peronne,musee-historial de la Grande Guerre,BP 63,Chateau de Peronne,80201,03 22 83 14 18,"49,93003","2,9319",8062002
M0817,Hauts-de-France,Somme,Saint-Riquier,musee departemental de la vie rurale,BP 3,Abbaye de Saint-Riquier,80135,03 22 28 20 20,"50,132403","1,946543",8071601
M0813,Hauts-de-France,Somme,Amiens,musee de l'hotel de Berny,36 rue Victor Hugo,Hotel de Berny,80000,03 22 97 14 00,"49,892882","2,302463",8002102
M0403,Île-de-France,Essonne,Brunoy,musee municipal Robert Dubois-Corneau,"16, rue du Reveillon",,91800,01 60 46 33 60,"48,700308","2,500293",9111401
M0405,Île-de-France,Essonne,Etampes,musee municipal,Hotel de ville,Hotel de ville,91150,01 69 92 69 12,"48,434307","2,161909",9122301
M0401,Île-de-France,Essonne,Bievres,musee français de la photographie,"78, rue de Paris",,91570,01 69 35 16 50,"48,762826","2,225102",9106401
M0404,Île-de-France,Essonne,Dourdan,musee du chateau,Place du general de Gaulle,Chateau de Dourdan,91410,01 64 59 66 83,"48,529685","2,011803",9120001
M0402,Île-de-France,Essonne,Boussy-Saint-Antoine,musee Dunoyer de Segonzac,"5, place des Droits de l'Homme",,91800,01 69 00 49 23,"48,688925","2,530019",9109701
M0409,Île-de-France,Hauts-de-Seine,Colombes,musee municipal d'art et d'histoire,"2, rue Gabriel Peri",,92700,01 47 86 38 85,"48,923321","2,252039",9202501
M0410,Île-de-France,Hauts-de-Seine,Courbevoie,musee Roybet-Fould,"Parc de Becon, 178 Boulevard Saint Denis",,92400,01 71 05 77 92,"48,900998","2,271279",9202601
M0416,Île-de-France,Hauts-de-Seine,Saint-Cloud,musee des Avelines - musee d'art et d'histoire de Saint-Cloud,60 rue Gounod,Jardin des Avelines,92210,01 46 02 67 18,"48,842497","2,208286",9206401
M0406,Île-de-France,Hauts-de-Seine,Boulogne-Billancourt,musee des annees trente,"26, avenue Andre Morizet",,92100,01 55 18 46 42,"48,834945","2,241177",9201201
M0407,Île-de-France,Hauts-de-Seine,Boulogne-Billancourt,"Albert Kahn, musee et jardin departementaux","14, rue du Port",,92100,01 55 19 28 00,"48,841354","2,227488",9201203
M0408,Île-de-France,Hauts-de-Seine,Boulogne-Billancourt,musee-jardin Paul Landowski,"14, rue Max-Blondat",,92100,01 55 1 8 46 42,"48,844261","2,246847",9201202
M0412,Île-de-France,Hauts-de-Seine,Meudon,musee d'art et d'histoire,"11, rue des Pierres",Maison d'Armande Bejart,92190,01 46 23 87 13,"48,806412","2,234894",9204801
M1126,Île-de-France,Hauts-de-Seine,Clamart,fondation Arp,21 rue des Chataigniers,,92140,01.45.34.22.63,"48,803529","2,244319",9202301
M1170,Île-de-France,Hauts-de-Seine,Boulogne-Billancourt,musee Paul Belmondo et de la scuplture figurative du Xxe siecle,,,92100,,"48,834945","2,241177",9201204
M0413,Île-de-France,Hauts-de-Seine,Neuilly-sur-Seine,musee des automates,12 rue du centre,,92200,01 47 45 29 40,"48,879608","2,252754",9205101
M0415,Île-de-France,Hauts-de-Seine,Rueil-Malmaison,musee d'histoire locale - memoire de la ville,Place du 11 novembre,,92500,01 47 32 66 50,"48,877678","2,18183",9206303
M0417,Île-de-France,Hauts-de-Seine,Sceaux,musee du domaine departemental de Sceaux,Domaine Departemental de Sceaux,Chateau de Sceaux,92330,01 41 87 29 50,"48,774707","2,299024",9207101
M0418,Île-de-France,Hauts-de-Seine,Suresnes,MUS - musee d'histoire urbaine et sociale de Suresnes,1 place de la gare de Suresnes-Longchamp,,92150,01 41 18 37 37,"48,868303","2,221944",9207301
M1149,Île-de-France,Hauts-de-Seine,Courbevoie,musee des travaux publics,s'adresser a la mairie,,92974,,"48,8981771599","2,2579850009",9202602
M5016,Île-de-France,Hauts-de-Seine,Rueil-Malmaison,musee national des chateaux de Malmaison et de Bois Preau,Avenue du chateau de Malmaison,Chateau,92500,01 41 29 05 55,"48,873334","2,1689",9206301
M5019,Île-de-France,Hauts-de-Seine,Sevres,musee national de la ceramique,Place de la Manufacture,,92310,01 46 29 38 01,"48,817037","2,205733",9207201
M0411,Île-de-France,Hauts-de-Seine,Issy-les-Moulineaux,musee français de la carte a jouer et galerie d'histoire de la ville,"16, rue Auguste Gervais",,92130,01 41 23 83 60,"48,822771","2,273453",9204001
M0428,Île-de-France,Hauts-de-Seine,Chelles,"musee des transports urbains, interurbains et ruraux","1, rue Gabriel de Mortillet",,77500,01 60 20 45 50,"48,87682","2,603374",7710802
M0363,Île-de-France,Paris,Paris (3eme),musee de la chasse et de la nature,62 rue des Archives,Hotels de Guenegaud et de Mongelas,75003,01 53 01 92 40,"48,861491","2,358608",7510301
M0364,Île-de-France,Paris,Paris (3eme),musee d'art et d'histoire du judaïsme,"71, rue du Temple",Hotel de Saint-Aignan,75003,01 53 01 86 60,"48,86095","2,355608",7510303
M0365,Île-de-France,Paris,Paris,musee de l'institut du monde arabe,,,75005,,"48,843955","2,352176",7510519
M1108,Île-de-France,Paris,Paris,"Palais Galliera, musee de la mode et de la ville de Paris",10 avenue Pierre Ier de Serbie,Palais Galliera,75116,01 56 52 86 00,"48,8661368055","2,2972484996",7511617
M1202,Île-de-France,Paris,Paris,musee d'art et d'histoire de l'hopital Sainte-Anne,1 rue Cabanis,Hopital Sainte-Anne,75014,06 78 09 12 04,"48,830264","2,340376",7511403
M5051,Île-de-France,Paris,Paris,musee de l'Ecole nationale superieure des beaux-arts,,,75006,,"48,845748","2,33167",7510610
M5055,Île-de-France,Paris,Paris,musee du Quai Branly - Jacques Chirac,37 quai Branly,,75007,01 56 61 70 00,"48,861511","2,29771",7510709
M9024,Île-de-France,Paris,Paris,musee du service de sante des armees du Val-de-Grace,"1, place Alphonse Laveran",,75005,01 40 51 51 92,"48,840814","2,341091",7510516
M1103,Île-de-France,Paris,Paris,musee Bourdelle,16 rue Antoine Bourdelle,,75015,01 49 54 73 73,"48,843017","2,31883",7511502
M5004,Île-de-France,Paris,Paris (6eme),musee Eugene Delacroix,6 rue de Fürstenberg,,75006,01 44 41 86 50,"48,854434","2,335679",7510602
M5007,Île-de-France,Paris,Paris (6eme),musee Hebert,"85, rue du Cherche-Midi",Hotel de Montmorency-Bours,75006,01 42 22 23 82,"48,847429","2,322709",7510603
M5030,Île-de-France,Paris,Paris (1er),musee de l'Orangerie des Tuileries,,Jardin des Tuileries,75001,01 40 20 67 71,"48,868053","2,326622",7510103
M5039,Île-de-France,Paris,Paris (17eme),musee Jean-Jacques Henner,"43, avenue de Villiers",,75017,01 47 63 42 73,"48,883045","2,307689",7511701
M5041,Île-de-France,Paris,Paris (9eme),musee Gustave Moreau,"14, rue de la Rochefoucauld",,75009,01 48 74 38 50,"48,877878","2,334383",7510901
M5042,Île-de-France,Paris,Paris,musee des monuments français,1 place du Trocadero,Palais de Chaillot,75016,01 58 51 52 00,"48,862323","2,281879",7511606
M5043,Île-de-France,Paris,Paris (3eme),musee Picasso,"5, rue Thorigny",Hotel Sale,75003,01 42 71 25 21,"48,8597","2,362644",7510305
M5084,Île-de-France,Paris,Paris,musee national de l'histoire et des cultures de l'immigration,,,75012,01 53 59 58 60,"48,836753","2,390394",7511202
M7004,Île-de-France,Paris,Paris (5eme),galerie de mineralogie et de geologie (museum national d'histoire naturelle),"36, rue Geoffroy Saint-Hilaire",Jardin des Plantes,75005,01 40 79 30 00/36 00,"48,841491","2,355989",7510502
M7008,Île-de-France,Paris,Paris (16eme),musee de l'homme (museum national d'histoire naturelle),"17, place du Trocadero",Palais de Chaillot,75016,01 44 05 72 72,"48,862548","2,28222",7511609
M7009,Île-de-France,Paris,Paris (5eme),galerie de botanique (museum national d'histoire naturelle),,,75005,,"48,847667","2,342646",7510507
M0366,Île-de-France,Paris,Paris (9eme),musee de la Franc-Maçonnerie,16 rue Cadet,,75009,01 45 23 20 92,"48,874991","2,343088",7510902
M1101,Île-de-France,Paris,Paris,musee d'art moderne de la ville de Paris,11 avenue du President Wilson,,75116,01 53 67 40 00,"48,864603221","2,298432342",7511615
